date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:02	5269/5269	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jul%202017%2007:58:52%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/reviewer-3.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/reviewer-3.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:02	121229/121229	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202018%2010:07:56%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-4.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-4.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:03	4871/4871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jul%202017%2008:01:44%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/reviewer-4.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/reviewer-4.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:04	96504/96504	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202018%2010:06:38%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-5.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-5.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:09	37051/37051	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Nov%202016%2005:22:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/bootstrap.min.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/bootstrap.min.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:11	104479/104479	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202018%2010:05:04%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-6.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-lunch-6.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:12	2134/2134	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Feb%202018%2012:09:32%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-navigation.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-navigation.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:12	185/185	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Jan%202018%2004:43:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-flex.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-flex.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:13	55338/55338	---M--	200	added ('OK')	application/javascript	date:Tue,%2006%20Sep%202016%2023:22:20%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/jquery.flexslider.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/jquery.flexslider.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:13	3703/3703	---M--	200	added ('OK')	application/javascript	date:Mon,%2011%20Jun%202018%2009:43:24%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-owl.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/custom-owl.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:14	23936/23936	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Nov%202016%2005:24:06%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/owl.carousel.min.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/owl.carousel.min.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:14	396/396	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:13%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.eot	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.4d.delayed	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:14	84349/84349	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Apr%202017%2006:02:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/js/jquery.min.js	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/js/jquery.min.js	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/restaurant.html)
18:50:14	396/396	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:13%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.eot?	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regulard41d.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:15	398/398	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:13%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.woff2	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.woff2	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:15	397/397	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.woff	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.woff	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:15	396/396	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.ttf	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.ttf	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:15	396/396	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:20:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.svg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/fonts/glyphicons-halflings-regular.svg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/bootstrap.min.css)
18:50:25	97180/97180	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.eot	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:26	53796/53796	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.woff2	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.woff2	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:28	62812/62812	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.woff	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.woff	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:30	97180/97180	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.eot?	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400d41d.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:34	504454/504454	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.svg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.svg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:39	12176/12176	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.woff2	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.woff2	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:39	31004/31004	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.eot	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:40	31004/31004	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.eot?	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400d41d.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:41	96944/96944	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.ttf	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-brands-400.ttf	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:41	14556/14556	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.woff	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.woff	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:41	106698/106698	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.svg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.svg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:42	30776/30776	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.ttf	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-regular-400.ttf	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:48	36856/36856	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.woff2	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.woff2	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:51	46284/46284	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.woff	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.woff	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:55	97828/97828	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.eot	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:50:56	361397/361397	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.svg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.svg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:51:00	97828/97828	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.eot?	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900d41d.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:51:06	97608/97608	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Dec%202017%2016:28:34%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.ttf	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/webfonts/fa-solid-900.ttf	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fontawesome-all.min.css)
18:51:25	175641/175641	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Feb%202018%2010:54:18%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/full-scr-nav-back.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/full-scr-nav-back.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/style.css)
18:51:26	157055/157055	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:54:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/black-menu-back.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/black-menu-back.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/style.css)
18:51:27	387/387	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:25%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.eot	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.68.delayed	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/flexslider.css)
18:51:27	387/387	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.eot?	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icond41d.eot	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/flexslider.css)
18:51:27	388/388	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.woff	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.woff	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/flexslider.css)
18:51:28	131889/131889	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jul%202017%2005:43:18%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/page-cover.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/page-cover.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/style.css)
18:51:28	387/387	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.ttf	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.ttf	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/flexslider.css)
18:51:28	184878/184878	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:45:44%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/banner-1.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/banner-1.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/style.css)
18:51:28	387/387	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:27%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.svg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/fonts/flexslider-icon.svg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/flexslider.css)
18:51:28	374/374	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:27%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/grabbing.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/grabbing.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/owl.carousel.css)
18:51:29	376/376	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jun%202018%2013:21:27%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/css/AjaxLoader.gif	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/css/AjaxLoader.gif	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/owl.theme.css)
18:51:29	36450/36450	---M--	200	added ('OK')	image/gif	date:Fri,%2002%20Feb%202018%2005:41:00%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/loader-orange.gif	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/loader-orange.gif	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/css/orange.css)
18:51:31	33330/33330	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2007:51:08%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-3.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-3.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:33	33006/33006	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2008:04:58%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-4.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-4.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:38	25179/25179	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2005:23:06%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/about-img-pizza.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/about-img-pizza.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:40	52718/52718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202018%2010:16:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/pizza-slider-1.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/pizza-slider-1.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:40	52718/52718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202018%2010:16:26%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/pizza-slider-2.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/pizza-slider-2.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:42	85454/85454	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:48:18%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/usr-prf-back-pizza.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/usr-prf-back-pizza.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:43	31320/31320	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2007:48:32%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-1.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-1.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:45	33576/33576	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2007:47:14%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-2.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-2.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:46	31861/31861	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2008:08:02%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-5.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-5.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:47	31066/31066	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202018%2008:10:42%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-6.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/dish-pizza-6.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/pizza.html)
18:51:47	25279/25279	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2006:36:40%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-3.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-3.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:48	21921/21921	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2007:42:32%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cookie-4.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cookie-4.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:53	22694/22694	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2004:43:32%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-1.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-1.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:54	52671/52671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:47:44%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/usr-prf-back-bakery.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/usr-prf-back-bakery.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:56	60427/60427	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:41:36%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/bakery-slider-1.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/bakery-slider-1.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:57	18831/18831	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2004:42:30%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-donut-1.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-donut-1.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:57	60427/60427	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2009:41:52%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/bakery-slider-2.jpg	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/bakery-slider-2.jpg	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:58	22132/22132	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2006:40:42%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-2.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-2.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:51:58	24235/24235	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2004:52:00%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cookie-1.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cookie-1.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
18:52:02	22401/22401	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202018%2006:46:00%20GMT	http://kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-4.png	E:/xampp1/htdocs/test/test/test/kiswa.net/themes/star-restaurant/orange-restaurant/images/sweet-cupcake-4.png	(from http://kiswa.net/themes/star-restaurant/orange-restaurant/bakery.html)
